std_code,mod_forum_course_module_viewed,user_profile_viewed,mod_forum_course_module_viewed,discussion_viewed,event_course_viewed,assessable_uploaded,feedback_course_module_viewed,feedback_response_submitted,feedback_response_submitted,post_created,gender,final_grades
4970,6,49,15,126,1,13,7,1,Male,A
4850,1,2,3,50,1,12,11,1,Male,B+
4971,7,5,1,70,2,8,6,0,Male,B+
4848,4,8,2,33,1,11,7,0,Male,B
4969,1,11,7,52,1,8,7,1,Male,B+
4727,4,14,10,67,2,6,6,1,Male,B+
4728,3,69,44,105,1,9,6,1,Female,A+
4849,2,27,14,113,1,14,8,0,Female,A
4729,2,17,21,59,1,18,10,1,Male,A
4961,1,14,8,67,2,8,8,2,Female,A+
4840,0,10,9,42,1,9,6,1,Female,B+
4962,0,1,3,30,1,8,8,1,Male,B+
4841,3,32,11,109,1,17,10,1,Male,A-
4720,0,27,16,74,0,8,8,0,Male,B+
4963,1,8,11,44,3,11,7,1,Male,A
4842,0,11,7,57,1,5,3,1,Male,A
4721,1,19,12,88,1,10,9,1,Male,A-
4722,0,27,31,84,5,10,7,4,Female,B+
4843,5,5,6,38,1,17,1,1,Male,B
4964,1,9,7,83,3,14,9,3,Male,A-
4965,0,0,3,51,1,16,11,1,Male,A-
4844,13,73,23,129,4,15,11,1,Male,A+
4723,2,64,42,145,2,15,8,1,Male,A+
4845,4,4,11,60,2,11,11,1,Male,A
4724,5,15,13,64,2,12,9,1,Male,A-
4966,0,34,18,306,1,19,12,1,Female,B+
4967,0,13,13,69,1,10,10,1,Male,B
4846,1,6,9,66,2,7,6,2,Male,B+
4725,3,57,19,111,1,12,7,1,Male,B
4847,3,9,10,58,1,19,7,1,Female,B
4968,2,7,10,43,2,14,11,1,Male,B
4726,0,8,3,64,0,15,10,0,Male,B+
4980,19,25,17,85,3,11,11,1,Male,A
4981,2,19,8,68,1,17,12,1,Male,B-
4860,3,31,39,94,1,11,8,1,Male,A-
4740,0,2,4,41,1,6,5,1,Male,B+
4982,1,29,28,102,5,13,11,4,Male,A
4861,0,15,11,63,1,13,8,1,Male,B
4859,2,10,6,27,1,2,1,1,Male,A-
4738,16,54,13,159,1,13,11,1,Male,B+
4739,36,93,43,158,4,9,8,2,Male,A-
4972,1,8,5,50,1,11,10,1,Male,A+
4851,23,48,19,103,1,26,11,1,Male,B+
4730,2,18,12,101,1,10,8,1,Female,A
4852,0,12,24,51,2,14,8,2,Female,B+
4731,5,40,12,96,1,12,7,1,Female,A
4973,0,6,7,53,2,14,11,1,Male,B-
4974,4,15,15,40,3,7,6,3,Male,B+
4732,3,9,5,62,1,12,10,1,Male,B-
4853,5,24,28,84,2,13,10,2,Male,A+
4854,0,6,1,33,1,13,10,0,Female,A-
4975,0,4,2,62,0,16,9,0,Male,A+
4733,7,68,55,181,1,22,12,1,Male,A-
4976,3,7,5,68,1,13,11,1,Male,B+
4855,7,19,20,46,2,10,10,2,Male,B
4734,0,9,5,57,0,3,3,0,Male,A
4977,1,4,7,39,1,13,10,1,Male,A
4856,3,19,28,74,3,9,7,1,Male,A+
4735,4,5,3,61,0,10,8,0,Male,B
4736,0,0,0,12,0,3,2,0,Male,C+
4857,0,2,4,30,1,4,4,1,Female,A-
4978,3,14,13,62,3,10,8,3,Male,B+
4858,1,6,4,30,1,14,9,1,Male,A-
4737,8,36,23,107,2,10,4,1,Male,A-
4979,1,11,3,114,1,8,8,1,Male,A
4990,4,44,26,86,2,18,11,1,Male,B+
4870,6,37,36,101,4,15,11,3,Female,A+
4750,0,32,4,66,1,10,8,0,Male,A-
4871,0,8,2,67,1,9,8,0,Male,B+
4992,4,23,25,98,2,7,7,1,Female,A-
4993,1,7,3,28,1,2,2,1,Male,C+
4872,0,10,12,67,2,12,11,1,Male,A+
4751,0,18,6,101,1,9,7,1,Male,A+
4749,15,58,35,109,4,13,9,1,Male,A+
4983,1,5,9,45,2,12,11,0,Male,A-
4862,0,10,8,56,1,11,9,1,Female,B-
4741,3,14,6,48,1,11,11,1,Male,B+
4742,1,3,0,26,1,10,8,0,Male,B
4863,2,41,37,89,3,8,6,3,Male,A
4984,2,7,3,45,1,16,9,0,Female,A-
4985,0,6,2,56,0,13,10,0,Male,A
4743,1,22,18,67,4,5,5,4,Male,B+
4744,0,13,3,60,1,10,7,1,Male,B+
4865,1,17,10,74,2,5,5,1,Female,B+
4986,3,40,22,110,1,10,10,1,Male,A+
4745,2,21,4,52,1,6,3,1,Male,B-
4866,13,44,35,102,1,14,11,1,Male,A+
4987,0,3,13,48,1,7,7,1,Male,A
4746,4,15,14,50,1,12,9,1,Male,B-
4867,1,11,14,53,1,5,5,1,Male,A-
4988,4,104,41,159,1,11,7,1,Male,A
4989,8,42,36,93,7,10,9,4,Male,A+
4868,1,22,10,91,1,7,7,0,Male,B+
4747,2,14,2,97,1,11,11,0,Male,B-
4748,0,8,4,48,1,9,7,1,Male,A+
4869,2,8,11,70,1,14,8,1,Male,A+
4880,2,8,4,70,1,12,10,1,Female,B+
4881,0,2,5,44,1,8,7,1,Male,B+
4760,0,8,17,59,1,5,4,1,Female,B+
4761,2,52,30,133,2,14,10,2,Male,A+
4882,4,69,38,150,1,12,10,1,Male,A+
4762,0,1,2,29,0,8,5,0,Male,C
4883,6,15,5,61,1,6,6,1,Male,B-
4873,2,7,7,51,2,7,6,1,Male,B+
4752,1,7,3,29,1,5,5,1,Male,B-
4994,0,7,4,54,1,10,8,1,Male,A
4995,3,4,3,36,1,10,9,1,Male,B-
4753,0,8,3,47,1,4,1,1,Male,A-
4875,2,0,9,43,0,11,11,0,Male,A-
4754,3,24,9,77,1,14,10,1,Female,A+
4996,1,17,10,88,1,7,7,1,Male,A-
4997,0,12,15,70,1,9,8,1,Male,B+
4755,4,6,10,49,1,5,5,1,Male,B+
4876,3,26,6,84,1,14,5,0,Male,A
4877,8,2,4,30,2,9,8,2,Male,C
4998,11,54,52,161,1,25,12,1,Male,A+
4756,3,19,6,60,1,4,1,1,Male,A
4757,1,2,2,21,1,3,3,1,Male,B-
4999,1,6,12,46,2,11,6,2,Male,C+
4878,3,14,16,49,1,8,7,1,Male,B+
4758,1,8,14,29,4,5,3,4,Male,B
4879,3,4,7,57,1,11,3,1,Male,B-
4759,0,3,6,30,1,10,10,1,Male,A
4890,6,32,13,174,1,33,11,1,Female,A+
4891,0,1,2,35,1,15,7,1,Male,C
4770,0,12,6,55,1,9,9,1,Male,A-
