std_code,mod_forum_course_module_viewed,user_profile_viewed,mod_forum_course_module_viewed,discussion_viewed,event_course_viewed,assessable_uploaded,feedback_course_module_viewed,feedback_response_submitted,feedback_response_submitted,post_created,gender,final_grades
5706,1,29,15,143,1,17,10,1,Male,A-
5707,1,3,0,54,0,11,8,0,Male,B-
5708,2,15,8,113,2,6,5,2,Male,A-
5709,1,14,8,94,2,10,8,2,Male,A+
5700,0,6,4,72,1,11,10,1,Female,B+
5701,5,37,32,139,2,15,12,1,Female,A+
5702,10,60,19,130,1,19,12,1,Male,B+
5703,1,17,4,80,2,13,10,1,Male,A-
5704,2,9,7,84,1,12,9,1,Female,A
5705,15,133,56,248,7,14,11,3,Male,B
5717,0,17,12,134,2,13,6,2,Male,B+
5718,0,9,4,52,1,2,2,0,Male,B+
5719,1,2,5,47,2,8,6,1,Male,B-
5710,5,16,3,96,1,15,5,1,Male,B
5711,0,3,0,69,0,17,0,0,Male,B-
5712,0,8,3,91,1,13,8,1,Male,B+
5713,0,8,5,77,1,7,6,1,Male,C+
5714,3,16,9,96,1,13,10,1,Male,B-
5715,2,11,8,175,2,14,10,1,Male,A
5716,2,5,7,96,2,9,7,1,Male,B+
5730,0,11,7,69,0,13,10,0,Male,B+
5607,2,28,16,120,1,15,10,0,Female,A
5728,8,78,28,145,1,4,3,1,Female,A+
5729,0,6,4,90,1,11,8,1,Male,B
5608,0,9,8,68,2,6,5,2,Male,B+
5609,1,13,5,87,1,13,11,1,Female,A-
5720,10,44,17,113,1,7,7,1,Male,A-
5600,1,9,7,77,3,7,6,2,Male,A
5721,0,3,4,57,1,12,10,1,Male,B-
5601,3,8,10,75,1,17,12,1,Female,A-
5602,3,29,30,94,1,8,5,1,Male,A-
5723,3,12,9,87,0,2,1,0,Male,A-
5724,0,1,0,23,0,4,3,0,Male,B-
5603,0,23,8,87,0,6,4,0,Male,A+
5725,0,8,1,51,0,8,6,0,Male,A-
5604,0,8,2,79,1,17,13,1,Male,B-
5605,1,1,2,6,0,0,0,0,Male,E
5726,0,5,0,91,0,7,6,0,Male,A
5727,0,15,1,68,0,13,0,0,Male,B+
5606,0,13,7,93,1,19,14,1,Female,A
5740,0,2,4,46,1,4,3,1,Male,B-
5741,0,5,3,53,0,12,11,0,Male,B
5620,0,2,4,48,2,15,8,1,Male,A-
5739,1,1,10,56,3,19,11,3,Female,B+
5618,2,83,60,204,5,17,13,3,Male,A+
5619,3,47,25,175,2,16,11,2,Female,A
5610,4,19,11,84,1,7,6,1,Female,A-
5731,1,10,19,101,2,6,4,1,Female,A
5732,0,1,0,32,0,3,3,0,Male,B-
5611,3,21,13,102,1,14,11,1,Male,B+
5733,0,4,9,60,3,9,8,1,Male,B+
5612,8,32,29,86,5,15,9,3,Female,A-
5734,3,42,19,117,3,5,5,2,Male,A+
5735,0,9,4,45,1,3,1,1,Male,B
5614,2,122,43,285,2,12,11,2,Female,A+
5615,0,4,3,44,1,8,7,1,Male,A
5736,4,47,19,137,2,16,8,1,Male,B+
5616,3,7,12,86,1,9,9,1,Female,A-
5737,2,7,2,46,1,14,8,1,Male,B-
5617,0,12,4,80,1,10,6,1,Male,B
5738,14,95,54,249,1,11,9,1,Female,A+
5630,2,17,12,62,1,14,0,1,Male,A
5631,1,3,1,55,1,12,7,0,Male,B+
5510,2,11,8,64,3,9,8,1,Female,B
5629,10,52,49,93,5,11,10,4,Male,A+
5508,1,5,3,61,0,4,2,0,Male,A+
5509,0,28,15,129,4,27,11,4,Male,A-
5500,2,5,2,56,1,7,7,1,Male,B-
5621,0,5,13,126,1,12,9,1,Female,A-
5501,0,2,7,46,1,6,5,1,Male,B+
5622,0,11,8,75,1,21,14,1,Male,B+
5743,1,9,0,54,0,4,4,0,Male,B
5623,4,59,19,184,1,14,7,1,Female,A-
5744,0,1,17,47,2,2,2,2,Female,A-
5503,0,4,2,93,0,10,8,0,Male,B+
5624,0,1,0,42,0,7,5,0,Male,C
5745,18,65,48,138,2,14,12,2,Male,A+
5504,2,10,21,79,1,8,5,1,Male,B
5625,4,15,8,93,1,12,3,1,Male,B
5626,14,55,58,115,5,21,11,5,Male,A+
5505,1,11,0,93,0,5,3,0,Male,B+
5627,15,126,93,124,18,22,7,6,Male,A+
5506,4,40,27,131,3,10,7,1,Male,B
5507,8,46,26,122,0,18,10,0,Male,A-
5628,10,36,16,139,1,12,10,1,Male,A-
5640,17,80,43,191,3,15,10,3,Male,B+
5520,0,2,2,30,1,17,3,1,Male,C
5641,5,6,6,66,1,7,7,0,Male,B+
5642,2,14,5,70,2,11,11,2,Male,B+
5400,6,61,32,121,1,18,3,1,Male,A
5521,3,17,3,124,1,16,12,1,Male,B-
5519,1,1,5,33,2,14,5,1,Male,B
5632,1,7,11,56,1,11,9,1,Male,A-
5511,8,27,29,86,1,15,6,1,Female,A
5512,4,23,5,68,0,10,9,0,Male,B+
5633,20,46,16,122,1,18,10,1,Male,A-
5513,3,8,5,72,0,12,11,0,Male,B+
5634,9,21,11,130,0,9,7,0,Male,A
5635,2,27,10,129,2,9,9,2,Male,A+
5514,0,2,1,83,0,15,3,0,Female,B
5636,4,6,1,57,0,16,11,0,Male,B
5515,1,2,5,53,1,6,5,1,Male,B+
5637,7,25,26,111,1,6,6,1,Male,A+
5516,4,16,11,89,1,6,5,1,Male,B+
5517,0,10,6,77,1,11,9,1,Female,B+
5638,13,23,20,98,2,15,7,2,Female,B
5518,14,18,11,77,1,15,10,1,Female,B-
5639,0,6,16,93,2,13,10,2,Male,A
5650,0,0,0,68,0,3,2,0,Male,B-
5530,1,6,3,45,0,9,7,0,Male,C+
5651,1,29,18,96,1,9,7,1,Male,A
5410,1,6,11,106,1,12,10,1,Female,A
5652,8,28,28,106,3,12,11,1,Male,A+
5531,12,33,15,128,0,11,6,0,Male,B
5532,0,16,8,65,1,8,8,1,Male,A+
5411,1,9,5,71,1,8,6,1,Female,A-
5653,9,100,41,204,1,13,12,1,Male,A+
5409,1,22,18,95,0,9,8,0,Male,A+
5522,2,2,4,42,1,4,4,1,Female,B+
5643,5,24,27,79,6,7,6,3,Male,A-
5401,5,37,23,99,4,8,5,3,Male,A
5644,0,1,0,58,0,6,5,0,Male,C+
5402,1,61,42,125,4,9,7,2,Male,A+
5523,3,13,5,78,1,9,6,1,Male,A
5524,0,15,7,110,1,8,7,1,Male,A
5403,1,11,16,86,3,7,4,3,Male,B
5645,3,45,49,119,2,5,4,2,Female,A+
5646,8,16,8,105,1,8,7,1,Male,A-
5404,2,2,1,36,0,6,6,0,Male,A-
5525,3,19,14,64,1,6,6,1,Male,A-
5526,1,6,6,55,2,5,5,0,Male,B+
5647,7,8,13,60,4,7,7,2,Male,B+
5405,1,11,6,73,2,6,5,1,Male,B+
5406,0,4,2,42,1,10,5,1,Male,B
5527,0,8,5,109,2,11,10,1,Female,B
5648,5,12,17,85,1,11,8,1,Female,A-
5528,1,14,5,89,1,9,7,1,Female,A-
5407,1,12,10,61,1,13,5,1,Male,B+
5649,1,6,4,98,0,13,10,0,Female,A+
5408,0,0,0,28,0,8,8,0,Male,A-
5529,6,16,10,98,1,5,4,1,Female,B+
5660,0,4,2,78,1,12,9,1,Male,A+
5540,3,33,22,105,1,9,6,1,Male,A+
5661,0,16,7,80,2,6,5,2,Female,A-
5662,1,5,5,49,1,7,7,1,Male,A+
5541,2,17,18,58,4,10,10,2,Male,A
5420,10,42,20,121,1,14,1,1,Male,A-
5421,0,9,10,57,0,7,7,0,Female,B
5542,0,11,8,47,2,6,6,2,Male,B
5663,3,5,4,89,1,5,2,1,Female,B
5664,1,7,7,28,1,5,5,1,Male,B-
5422,0,9,6,56,1,7,6,0,Male,C+
5543,1,13,5,107,1,8,8,1,Male,B+
5412,0,3,3,40,1,5,4,1,Male,B
5533,2,52,38,129,1,9,6,1,Male,A-
5654,2,5,4,56,0,6,6,0,Male,A-
5534,8,20,21,43,1,4,4,1,Male,A-
5655,2,2,1,51,0,15,11,0,Male,B-
5413,4,18,13,83,2,9,7,1,Male,A-
5414,2,8,4,72,1,3,2,1,Male,A-
5656,2,24,8,91,1,11,10,1,Female,A+
5535,7,36,18,166,1,16,11,1,Male,B
5657,2,13,13,104,2,17,11,2,Male,B+
5415,4,28,13,78,1,12,10,1,Male,B+
5536,2,22,17,91,2,8,8,2,Male,A+
5416,0,15,1,73,0,11,10,0,Male,A-
5658,4,59,17,146,1,18,13,1,Female,A+
5537,3,37,32,156,2,9,8,1,Male,B
5417,2,14,11,70,1,7,6,1,Female,A
5538,2,8,3,58,1,7,7,1,Male,B+
5659,4,40,17,157,1,12,10,1,Male,A+
5418,2,14,5,81,1,16,13,1,Female,A+
5539,0,6,0,63,0,4,2,0,Male,B-
5419,1,9,6,61,1,4,4,1,Female,B
5670,2,6,5,66,1,13,9,0,Male,B-
5550,1,5,6,58,1,13,11,1,Male,B
5671,12,22,18,108,2,19,8,1,Male,B+
5672,12,24,19,122,1,6,6,1,Male,A
5551,6,57,45,126,2,14,9,2,Male,A
5430,6,6,4,84,0,14,10,0,Male,B
5673,4,4,2,38,1,12,10,0,Male,B
5552,0,6,5,46,1,12,9,1,Male,A
5431,1,26,41,98,3,7,4,2,Male,A
5674,0,10,5,103,0,13,9,0,Female,B
5432,6,6,4,61,0,15,8,0,Male,A
5553,1,28,12,116,1,13,11,1,Male,A
5675,1,12,13,64,1,5,5,1,Male,B+
5433,2,11,4,58,0,7,4,0,Male,C+
5554,24,49,53,144,1,8,5,0,Male,B-
5665,2,50,19,148,1,13,11,1,Male,A
5544,2,19,10,93,1,13,10,1,Male,B+
5423,10,130,35,315,1,39,14,1,Male,B
5424,0,10,7,91,2,13,6,1,Male,B+
5545,3,19,4,68,0,7,5,0,Male,A
5666,9,290,150,266,3,21,14,3,Male,A+
5425,2,17,15,92,3,11,8,1,Female,A-
5546,2,7,12,80,3,10,5,2,Male,A-
5667,1,9,20,57,1,7,7,1,Female,A
5426,0,4,4,44,0,8,8,0,Male,B
5547,0,3,4,58,0,6,5,0,Male,B
5668,0,6,4,56,1,20,4,1,Male,A
5669,0,7,2,45,1,9,9,1,Female,B
5548,8,71,50,149,1,8,6,1,Male,A+
5427,2,33,30,93,4,10,7,3,Male,B
5428,2,10,4,59,0,4,4,0,Male,B
5549,1,22,16,116,1,9,4,1,Male,B+
5429,1,17,12,88,1,7,7,1,Male,B+
5680,6,26,12,98,1,8,4,1,Female,A-
5681,0,29,13,95,1,8,8,1,Male,A
5560,0,6,7,113,1,10,10,1,Male,B-
5440,1,17,4,148,1,21,12,1,Male,C+
5682,7,18,18,144,2,29,0,2,Female,A+
5561,0,17,8,132,2,10,8,2,Male,A-
5441,0,8,3,27,1,10,7,1,Male,B-
5562,2,7,5,43,1,6,5,1,Male,B
5683,2,12,6,72,0,5,3,0,Male,B+
5563,1,5,4,47,1,8,8,1,Male,A
5442,0,16,20,74,2,1,1,2,Male,A-
5684,4,8,5,44,1,7,6,0,Male,B+
5685,3,32,18,116,1,12,10,1,Female,A
5564,2,16,5,99,1,11,10,1,Male,B-
5443,9,79,24,99,1,5,4,1,Male,A
5444,1,7,7,32,1,2,2,1,Male,A-
5686,6,15,9,67,1,6,5,1,Male,A
5565,2,39,28,145,2,22,9,2,Male,A
5555,1,32,13,118,1,15,14,1,Male,A-
5434,0,1,0,30,0,5,4,0,Male,B+
5676,4,18,11,118,1,11,9,1,Male,A-
5677,0,3,8,52,1,15,5,1,Male,A-
5435,5,27,27,88,1,13,9,1,Male,A-
5556,0,46,17,181,1,10,6,1,Male,A-
5557,8,14,10,74,4,12,8,1,Male,A
5436,1,16,15,73,2,5,2,1,Male,B-
5678,15,20,33,94,3,9,6,2,Male,A-
5437,1,23,27,87,1,12,10,1,Male,A
5558,2,17,17,104,0,15,6,0,Male,A+
5679,10,66,32,187,2,12,8,1,Female,B+
5438,0,2,0,22,0,6,0,0,Male,B+
5559,3,20,13,72,2,10,9,1,Male,B
5439,2,6,5,41,1,6,5,1,Male,B
5690,2,9,7,65,1,11,7,1,Male,B+
5691,0,3,3,84,1,5,5,1,Female,B+
5570,11,93,56,148,2,11,11,2,Male,A+
5571,0,3,4,51,1,12,12,1,Male,B+
5692,4,41,27,126,4,13,8,2,Female,A+
5450,10,18,9,85,1,2,2,1,Female,B
5451,5,16,14,111,0,1,1,0,Female,B
5572,0,22,22,91,2,13,11,2,Male,A+
